Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType
2MASS J16082511-2012245,,M1,22,M1,,,out,9.67,0.02,,,,out,9.63,0.03,,9.49,0.1,,9.75,0.02,,9.67,0.02,,9.58,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16082733-2217292,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.26,0.02,,9.81,0.02,,8.65,0.03,,5.88,0.04,,,,,N,Y,Y,transitional
2MASS J16082751-1949047,,M5,22,M5,,,out,10.05,0.02,,,,out,9.4,0.03,,7.29,0.04,,10.34,0.02,,10.02,0.02,,8.87,0.03,,7.16,0.09,,N,Y,Y,N,Y,Y,evolved
2MASS J16082847-2315103,,"L1,M9","7,2",M9,13.45,0.03,,13.09,0.03,,,,out,,,out,,,out,13.77,0.03,,13.22,0.04,,12.4,0.46,,,,nodet,N,,,N,,,
2MASS J16082870-2137198,,M5:,2,M5,,,out,,,out,,,out,,,out,,,out,10.34,0.02,,9.76,0.02,,6.87,0.02,,4.31,0.03,,,,,Y,Y,Y,full
2MASS J16083048-2335109,,"M9,M8.5,M8.25","7,25,2",M8.25,13.15,0.03,,12.82,0.03,,,,out,,,out,,,out,13.37,0.03,,12.86,0.03,,11.41,0.19,,,,nodet,Y,,,Y,Y,,full
2MASS J16083138-1802414,,M0,4,M0,,,out,8.81,0.02,,,,out,8.73,0.03,,8.63,0.06,,8.81,0.02,,8.79,0.02,,8.57,0.03,,,,false,N,N,N,N,N,,
2MASS J16083455-2211559,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,11.22,0.02,,10.84,0.02,,9.52,0.05,,7.56,0.16,,,,,Y,Y,Y,evolved
2MASS J16083514-2045296,"HD 144822,HIP 79083","F3V,F4V,F3V","1,5,9",F3V,,,out,6.59,0.02,,,,out,6.64,0.03,,6.51,0.04,,6.58,0.04,,6.61,0.02,,6.6,0.02,,6.51,0.07,,N,N,N,N,N,N,
2MASS J16083647-2445303,,"M3.5,M3.5","17,2",M3.5,,,out,,,out,,,out,,,out,,,out,10.57,0.03,,10.41,0.02,,10.2,0.07,,,,nodet,,,,N,N,,
2MASS J16083659-1802497,,M6.5,17,M6.5,,,out,11.21,0.02,,,,out,11.13,0.04,,,,nodet,11.52,0.02,,11.24,0.02,,10.62,0.1,,,,nodet,N,N,,N,N,,
2MASS J16083908-2340055,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,8.89,0.1,,9.03,0.03,,8.9,0.02,,8.79,0.03,,,,nodet,,,N,N,N,,
2MASS J16084171-1856107,,"M6,M6","14,17",M6,,,out,,,out,,,out,,,out,,,out,10.98,0.02,,10.69,0.02,,10.42,0.09,,,,nodet,,,,N,N,,
2MASS J16084309-1900519,,M5,22,M5,,,out,9.87,0.02,,,,out,9.8,0.03,,9.86,0.09,,10.09,0.02,,9.86,0.02,,9.73,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16084340-2602168,,"G7,G9Ve","4,5",G8,7.79,0.02,,7.84,0.02,,7.79,0.03,,7.78,0.03,,7.74,0.07,,7.81,0.02,,7.81,0.02,,7.74,0.02,,7.8,0.17,,N,N,N,N,N,N,
[LHJ2007]J160843.44-224516.0,,"L1,>M9.5","7,2",L1,15.24,0.03,,15.01,0.04,,,,out,,,out,,,out,15.43,0.06,bl,14.67,0.1,bl,,,nodet,,,nodet,N,,,N,,,
2MASS J16084366-2522367,"HD 144823,HIP 79097","F3V,F4V","1,9",F4V,,,out,7.17,0.02,,,,out,7.21,0.03,,7.14,0.04,,7.17,0.03,,7.18,0.02,,7.15,0.02,,7.04,0.08,,N,N,N,N,N,N,
2MASS J16084371-2341075,"HD 144844,HIP 79098",B9V,1,B9V,,,out,,,out,,,out,,,out,5.71,0.04,,5.75,0.06,,,,err,5.8,0.02,,5.43,0.04,,,,N,,N,N,
2MASS J16084565-2430000,,M4.25,2,M4.25,,,out,,,out,,,out,,,out,,,out,11.07,0.02,,10.81,0.02,,10.66,0.09,,,,nodet,,,,N,N,,
2MASS J16084606-2246593,,M4,25,M4,10.65,0.03,,10.62,0.03,,,,out,,,out,,,out,10.75,0.02,,10.59,0.02,,10.39,0.09,,,,nodet,N,,,N,N,,
2MASS J16084740-2430150,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.57,0.02,bl,10.32,0.02,bl,10.26,0.07,bl,,,nodet,,,,N,N,,
2MASS J16084744-2235477,,"M9,M8","7,2",M8,14.02,0.03,,13.93,0.03,,,,out,,,out,,,out,14.3,0.04,,14.11,0.07,,,,nodet,,,nodet,N,,,N,,,
2MASS J16084836-2341209,,"M5,M5","25,2",M5,,,out,,,out,,,out,,,out,6.59,0.04,,11.31,0.03,,10.91,0.03,,9.19,0.04,,6.59,0.09,,,,Y,Y,Y,Y,full
2MASS J16084894-2400045,,M3.75,2,M3.75,,,out,,,out,,,out,,,out,,,out,10.62,0.02,,10.22,0.02,,8.09,0.03,,6.42,0.06,,,,,Y,Y,Y,full
2MASS J16085034-2203285,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.69,0.02,,10.53,0.02,,10.26,0.08,,,,nodet,,,,N,N,,
2MASS J16085408-2034182,,M4,22,M4,,,out,9.64,0.02,,,,out,9.59,0.03,,9.4,0.06,,9.82,0.02,,9.61,0.02,,9.45,0.04,,,,false,N,N,N,N,N,,
2MASS J16085673-2033460,,K5,4,K5,,,out,8.48,0.02,,,,out,8.41,0.03,,8.38,0.05,,8.45,0.03,,8.46,0.02,,8.38,0.03,,,,false,N,N,N,N,N,,
2MASS J16085871-2449363,,"M4,M4.5","17,2",M4.5,,,out,,,out,,,out,,,out,,,out,11.21,0.02,,11.01,0.02,,10.91,0.12,,,,nodet,,,,N,N,,
2MASS J16090002-1908368,,M5,14,M5,,,out,10.27,0.02,,,,out,9.32,0.03,,6.17,0.04,,10.6,0.02,bl,10.2,0.02,bl,,,false,,,false,Y,Y,Y,Y,,,full
2MASS J16090071-2029086,,M5,2,M5,11.22,0.02,,,,out,10.54,0.03,,,,out,,,out,11.48,0.03,,10.85,0.02,,9.34,0.04,,7.63,0.15,,,,,Y,Y,Y,full
2MASS J16090075-1908526,,K9,22,K9,,,out,8.76,0.02,,,,out,7.42,0.03,,3.47,0.04,,8.71,0.02,,8.44,0.02,,6.16,0.02,,3.71,0.02,,N,Y,Y,Y,Y,Y,full
2MASS J16090197-2151225,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,12.32,0.03,,12.08,0.03,,11.34,0.18,,,,nodet,,,,N,N,,
2MASS J16090200-2322400,,M4,25,M4,,,out,,,out,,,out,,,out,,,out,9.94,0.02,,9.81,0.02,,9.79,0.05,,,,false,,,,N,N,,
2MASS J16090261-1859440,"HD 144925,HIP 79124",A0V,1,A0V,,,out,6.95,0.02,,,,out,7.03,0.03,,6.9,0.04,,6.96,0.04,,6.96,0.02,,6.95,0.02,,6.79,0.08,,N,N,N,N,N,N,
2MASS J16090397-1939456,,M3,22,M3,10.07,0.02,,10.02,0.02,,9.97,0.03,,9.96,0.03,,9.66,0.07,,10.2,0.02,,10.03,0.02,,9.86,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16090405-1934000,,M4,22,M4,,,out,10.36,0.02,,,,out,10.32,0.03,,10.06,0.08,,10.5,0.02,,10.33,0.02,,10.13,0.07,,,,false,N,N,N,N,N,,
2MASS J16090407-2417588,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,,,unres,,,unres,,,unres,7.23,0.05,bin,,,,,,Y,full
2MASS J16090451-2224523,,"M7,M4.5","17,25",M5,,,out,,,out,,,out,,,out,,,out,11.66,0.03,,11.4,0.03,,10.85,0.12,,,,nodet,,,,N,N,,
2MASS J16090457-2418048,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.64,0.02,bin,9.45,0.02,bin,9.21,0.04,bin,,,unres,,,,N,N,,
2MASS J16090511-2426282,,"M4,M3.5","17,2",M3.5,,,out,,,out,,,out,,,out,,,out,10.84,0.02,,10.68,0.02,,10.49,0.09,,,,nodet,,,,N,N,,
2MASS J16090531-2510009,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,10.4,0.02,,10.18,0.02,,10.02,0.07,,,,nodet,,,,N,N,,
2MASS J16090776-2339545,,"M5,M5.5","17,25",M5.25,,,out,,,out,,,out,,,out,,,out,10.95,0.02,,10.69,0.02,,10.61,0.1,,,,nodet,,,,N,N,,
2MASS J16090844-2009277,,M4,22,M4,,,out,,,out,,,out,,,out,,,out,9.21,0.02,,9.06,0.02,,8.98,0.03,,,,false,,,,N,N,,
2MASS J16090884-2217466,,"M5,M5.75","17,25",M5.5,,,out,,,out,,,out,,,out,,,out,11.86,0.03,,11.64,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16090940-2245590,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,10.35,0.02,,10.21,0.02,,10.02,0.07,,,,nodet,,,,N,N,,
2MASS J16091338-1943281,,M3,22,M3,,,out,10.29,0.02,,,,out,10.23,0.03,,10.28,0.11,,10.47,0.02,,10.32,0.02,,10.22,0.07,,,,nodet,N,N,N,N,N,,
2MASS J16091580-1937063,,M3,22,M3,,,out,11.03,0.02,,,,out,11.0,0.03,,11.0,0.19,,11.23,0.02,,11.02,0.02,,10.87,0.12,,,,nodet,N,N,N,N,N,,
2MASS J16091684-1835226,,M2,22,M2,,,out,,,out,,,out,,,out,,,out,9.54,0.02,,9.46,0.02,,9.36,0.07,,,,nodet,,,,N,N,,
2MASS J16091689-2341324,,"M5.75,M4.75","25,2",M4.75,,,out,,,out,,,out,,,out,,,out,10.79,0.03,,10.57,0.02,,10.33,0.07,,,,nodet,,,,N,N,,
2MASS J16091837-2007349,,"M7.5,M6+M7","17,26",M6.5,,,out,,,out,,,out,,,out,,,out,11.74,0.03,,11.46,0.02,,11.42,0.2,,,,nodet,,,,N,N,,
[LHJ2007]J160918.69-222923.7,,"L1,>M9.5","7,2",L1,15.22,0.03,,14.97,0.04,,,,out,,,out,,,out,15.5,0.07,,15.5,0.22,,,,nodet,,,nodet,N,,,Y,,,full
2MASS J16092054-1926318,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,7.23,0.04,,11.54,0.02,,10.99,0.02,,9.46,0.04,,7.33,0.13,,,,Y,Y,Y,Y,full
2MASS J16092089-1927259,"HD 144981,HIP 79156",A0V,1,A0V,,,sat,7.38,0.02,,7.32,0.03,,7.35,0.03,,6.26,0.04,,7.38,0.03,,7.39,0.02,,7.12,0.02,,6.36,0.06,,N,N,Y,N,Y,Y,debris/ev trans
2MASS J16092136-2139342,,"M5.5,M5","17,2",M5,,,out,,,out,,,out,,,out,,,out,10.72,0.02,,10.25,0.02,,8.32,0.03,,6.41,0.07,,,,,Y,Y,Y,full
2MASS J16092218-2402091,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,10.72,0.02,,10.55,0.02,,10.41,0.09,,,,nodet,,,,N,N,,
2MASS J16092619-2403030,,M4.75,2,M4.75,,,out,,,out,,,out,,,out,,,out,11.12,0.03,,10.91,0.02,,10.69,0.1,,,,nodet,,,,N,N,,
2MASS J16092938-2343121,,"<K3:,M7.5","19,25",M7.5,,,out,,,out,,,out,,,out,,,out,12.94,0.03,,12.65,0.03,,,,nodet,,,nodet,,,,N,,,
2MASS J16093019-2059536,,M6,19,M6,12.56,0.02,,12.41,0.02,,12.4,0.03,,12.26,0.04,,9.81,0.08,,12.73,0.03,,12.44,0.03,,11.88,0.28,,,,nodet,N,N,Y,N,,,debris/ev trans
2MASS J16093030-2104589,1RXS J160929.1-210524,M0,4,M0,,,sat,8.8,0.02,,8.74,0.03,,8.73,0.03,,8.53,0.06,,8.77,0.02,,8.78,0.02,,8.68,0.03,,,,false,N,N,N,N,N,,
2MASS J16093035-2443379,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,,,out,9.35,0.02,,9.2,0.02,,9.12,0.04,,,,nodet,,,,N,N,,
2MASS J16093245-2405593,,M5.75,2,M5.75,,,out,,,out,,,out,,,out,,,out,11.58,0.03,,11.35,0.03,,11.29,0.18,,,,nodet,,,,N,N,,
2MASS J16093378-1904562,,M2,22,M2,,,out,9.53,0.02,,,,out,9.47,0.03,,9.24,0.06,,9.68,0.02,,9.53,0.02,,9.34,0.04,,,,nodet,N,N,N,N,N,,
2MASS J16093558-1828232,,M3,14,M3,,,out,,,out,,,out,,,out,,,out,10.48,0.02,,10.22,0.02,,8.39,0.03,,6.32,0.06,,,,,N,Y,Y,full
2MASS J16093653-1848009,,M5,22,M5,,,out,,,out,,,out,,,out,,,out,9.72,0.03,,9.18,0.02,,7.42,0.02,,5.23,0.04,,,,,Y,Y,Y,full
2MASS J16093706-2052529,,M4.75,17,M4.75,,,out,11.47,0.02,,,,out,11.4,0.03,,,,nodet,11.75,0.03,,11.48,0.02,,11.4,0.18,,,,nodet,N,N,,N,N,,
2MASS J16093968-2231537,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.56,0.02,,10.38,0.02,,10.19,0.07,,,,nodet,,,,N,N,,
2MASS J16094098-2217594,,M0,4,M0,,,out,,,out,,,out,,,out,,,out,8.35,0.03,,8.34,0.02,,8.16,0.03,,6.53,0.07,,,,,N,N,Y,debris/ev trans
2MASS J16094277-2407585,,M2.5,2,M2.5,,,out,,,out,,,out,,,out,,,out,9.43,0.02,,9.31,0.02,,9.13,0.04,,,,false,,,,N,N,,
2MASS J16094383-1823032,,M4,22,M4,,,out,,,out,,,out,,,out,,,out,10.2,0.02,,10.0,0.02,,9.96,0.34,,,,nodet,,,,N,,,
2MASS J16094521-2431185,,M0,2,M0,,,out,,,out,,,out,,,out,,,out,9.02,0.02,,9.01,0.02,,8.84,0.03,,,,false,,,,N,N,,
2MASS J16094634-2255335,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.87,0.03,,10.66,0.02,,10.17,0.07,,,,nodet,,,,N,N,,
2MASS J16094644-1937361,,M1,22,M1,,,out,9.43,0.02,,,,out,9.38,0.03,,9.12,0.08,,9.51,0.02,,9.44,0.02,,9.31,0.04,,,,false,N,N,N,N,N,,
2MASS J16095060-1848521,,M7,2,M7,,,out,,,out,,,out,,,out,,,out,12.74,0.03,,12.37,0.03,,,,nodet,,,nodet,,,,N,,,
2MASS J16095107-2722418,,"M6,M6.5","16,2",M6.5,,,out,,,out,,,out,,,out,,,nodet,12.12,0.03,,11.87,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16095217-2136277,,M7,17,M7,,,out,,,out,,,out,,,out,,,out,11.33,0.03,,10.97,0.02,,10.8,0.11,,,,nodet,,,,N,N,,
2MASS J16095307-1948169,,M6,17,M6,,,out,,,out,,,out,,,out,,,out,11.29,0.02,,10.71,0.02,,9.08,0.04,,6.93,0.08,,,,,Y,Y,Y,full
2MASS J16095361-1754474,,M3,14,M3,,,out,10.81,0.02,,,,out,9.91,0.03,,7.23,0.04,,11.04,0.03,bl,10.51,0.02,bl,9.05,0.04,,7.27,0.11,,Y,Y,Y,Y,Y,Y,full
2MASS J16095441-1906551,,M1,22,M1,,,out,9.39,0.02,,,,out,9.32,0.03,,8.77,0.06,,9.45,0.02,,9.37,0.02,,9.23,0.04,,,,false,N,N,Y,N,N,,debris/ev trans
2MASS J16095695-2212027,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.44,0.03,,12.12,0.03,,12.1,0.38,,,,nodet,,,,N,,,
2MASS J16095852-2345186,,"M6.5,M6.5,M6","16,25,2",M6,,,out,,,out,,,out,,,out,8.16,0.05,,11.34,0.02,,10.96,0.02,,9.99,0.06,,,,nodet,,,Y,N,Y,,evolved
2MASS J16095879-2354273,,"M4.5,M4","25,2",M4,,,out,,,out,,,out,,,out,,,out,10.52,0.02,,10.33,0.02,,10.28,0.08,,,,false,,,,N,N,,
2MASS J16095933-1800090,,M5,22,M5,9.87,0.02,,9.67,0.02,,9.43,0.03,,8.49,0.03,,4.53,0.04,,10.12,0.02,,9.8,0.02,,7.46,0.02,,4.72,0.03,,Y,Y,Y,N,Y,Y,full
2MASS J16095990-2155424,,M6.5,19,M6.5,12.88,0.02,,12.8,0.02,,12.74,0.04,,12.81,0.05,,,,nodet,13.07,0.03,,12.86,0.03,,,,nodet,,,nodet,N,N,,N,,,
2MASS J16100129-2152243,,M5.5,17,M5.5,11.3,0.02,,11.24,0.02,,11.19,0.03,,11.17,0.03,,,,nodet,11.46,0.03,,11.22,0.02,,10.97,0.13,,,,false,N,N,,N,N,,
2MASS J16100184-2349432,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,9.98,0.02,,9.77,0.02,,9.74,0.05,,,,false,,,,N,N,,
2MASS J16100541-1919362,,"M7,M6,M5.75","16,17,2",M5.75,11.93,0.02,,11.68,0.02,,11.35,0.03,,10.79,0.04,,8.47,0.04,,12.17,0.02,,11.62,0.03,,10.2,0.07,,,,false,Y,Y,Y,Y,Y,,full
2MASS J16100608-2127440,,"M8.5,M8","16,2",M8,,,out,,,out,,,out,,,out,9.78,0.12,,13.29,0.03,,12.65,0.03,,11.17,0.18,,,,nodet,,,Y,Y,Y,,evolved
2MASS J16100753-1810568,,"M6,M6,M6,M6","14,16,17,2",M6,,,out,,,out,,,out,,,out,,,nodet,11.52,0.03,,11.23,0.02,,10.98,0.13,,,,nodet,,,,N,N,,
2MASS J16101041-1945398,,M3,22,M3,10.18,0.02,,10.1,0.02,,10.05,0.03,,10.04,0.03,,9.51,0.06,,10.26,0.03,,10.09,0.02,,9.93,0.06,,,,nodet,N,N,N,N,N,,
2MASS J16101100-1946040,,M5,14,M5,10.99,0.02,,10.91,0.02,,10.84,0.03,,10.83,0.03,,9.91,0.08,,11.11,0.03,,10.88,0.02,,10.66,0.1,,,,false,N,N,Y,N,N,,debris/ev trans
2MASS J16101191-2101550,,M5.5,17,M5.5,,,out,,,out,,,out,,,out,,,out,12.01,0.03,,11.47,0.03,,10.11,0.07,,7.77,0.16,ext,,,,Y,Y,,full
2MASS J16101473-1919095,,M2,22,M2,9.81,0.02,,9.76,0.02,,9.72,0.03,,9.66,0.03,,9.16,0.05,,9.89,0.02,,9.76,0.02,,9.61,0.05,,,,false,N,N,Y,N,N,,debris/ev trans
2MASS J16101888-2502325,,M4.5,2,M4.5,10.91,0.03,,10.62,0.03,,10.35,0.04,,9.9,0.04,,6.79,0.05,,,,unres,,,unres,,,unres,7.2,0.1,bin,N,Y,Y,,,Y,transitional
2MASS J16101918-2502301,,"M1,K5Ve","4,5",K7,8.27,0.02,,8.32,0.02,,8.24,0.03,,8.22,0.03,,8.3,0.2,,8.29,0.02,bin,8.32,0.02,bin,7.87,0.02,bin,,,unres,N,N,N,N,N,,
2MASS J16101942-2331089,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,12.44,0.03,,12.17,0.03,,11.95,0.33,,8.49,0.35,,,,,N,,,
2MASS J16102087-2331556,,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,10.79,0.03,,10.59,0.02,,10.61,0.1,,,,nodet,,,,N,N,,
2MASS J16102152-1941318,,M3,14,M3,,,out,9.5,0.02,,,,out,9.43,0.03,,9.23,0.06,,9.68,0.02,,9.48,0.02,,9.35,0.04,,,,false,N,N,N,N,N,,
2MASS J16102174-1904067,Sco PMS 42b,M1,12,M1,,,out,,,out,,,out,,,out,8.76,0.06,,9.31,0.02,,9.17,0.02,,9.07,0.04,,,,nodet,,,Y,N,N,,debris/ev trans
2MASS J16102344-2312176,,M4.5,25,M4.5,,,out,,,out,,,out,,,out,,,out,9.99,0.02,,9.8,0.02,,9.7,0.05,,,,nodet,,,,N,N,,
2MASS J16102474-1914074,,M3,22,M3,,,out,10.0,0.02,,,,out,9.93,0.03,,9.6,0.08,,10.16,0.02,,9.99,0.02,,9.85,0.06,,,,false,N,N,N,N,N,,
2MASS J16102516-2535590,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,10.59,0.03,,10.36,0.02,,10.2,0.07,,,,nodet,,,,N,N,,
2MASS J16102535-2306233,"HD 145189,HIP 79250",A3III/IV,1,A3III/IV,,,out,7.22,0.02,,,,out,7.29,0.03,,6.96,0.04,,7.21,0.03,,7.25,0.02,,7.17,0.02,,7.03,0.1,,N,N,Y,N,N,N,debris/ev trans
2MASS J16102564-2411250,,M6.5,2,M6.5,,,out,,,out,,,out,,,out,,,out,13.49,0.03,,13.05,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16102639-1939513,,M4,14,M4,,,out,9.91,0.02,,,,out,9.87,0.03,,9.73,0.08,,10.13,0.02,,9.91,0.02,,9.77,0.05,,,,nodet,N,N,N,N,N,,
2MASS J16102649-2230533,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.33,0.02,,10.16,0.02,,9.96,0.06,,,,nodet,,,,N,N,,
2MASS J16102819-1910444,,M4,14,M4,,,out,10.9,0.02,,,,out,10.14,0.03,,7.56,0.04,,11.46,0.02,,11.02,0.03,,9.35,0.04,,7.42,0.13,,Y,Y,Y,Y,Y,Y,full
2MASS J16102857-1904469,Sco PMS 42a,M3,12,M3,,,out,,,out,,,out,,,out,5.38,0.04,,8.56,0.03,,8.35,0.02,,6.83,0.02,,5.58,0.04,,,,Y,N,Y,Y,evolved
2MASS J16102888-2213477,"HD 145208,HIP 79252","G5V,G7IV","1,5",G6,,,out,,,out,,,out,,,out,7.04,0.05,,7.11,0.03,,7.1,0.02,,7.06,0.03,,7.16,0.11,,,,N,N,N,N,
2MASS J16102988-2403497,,M4.5,17,M4.5,,,out,,,out,,,out,,,out,,,out,11.77,0.03,,11.55,0.03,,11.54,0.21,,,,nodet,,,,N,N,,
2MASS J16103008-1839065,,M4,14,M4,10.11,0.02,,,,out,9.88,0.03,,,,out,,,out,10.31,0.02,,10.05,0.02,,9.64,0.07,,,,nodet,,,,N,N,,
2MASS J16103014-2315167,,"M7.5,M7","16,25",M7,,,out,,,out,,,out,,,out,,,out,13.05,0.03,,12.75,0.03,,,,false,,,nodet,,,,N,,,
2MASS J16103093-1824229,,M3,14,M3,,,out,9.78,0.02,,,,out,9.76,0.03,,,,out,9.94,0.02,,9.75,0.02,,9.68,0.06,,,,nodet,N,N,,N,N,,
2MASS J16103196-1913062,,K7,22,K7,,,out,8.69,0.02,,,,out,8.61,0.03,,8.49,0.05,,8.7,0.03,,8.63,0.02,,8.53,0.03,,8.24,0.26,,N,N,N,N,N,,
2MASS J16103525-2029168,,M5,17,M5,,,out,,,out,,,out,,,out,,,out,11.42,0.02,,11.23,0.02,,11.01,0.14,,,,nodet,,,,N,N,,
2MASS J16103876-1829235,,M6,19,M6,12.01,0.02,,11.71,0.02,,11.37,0.03,,10.82,0.03,,7.82,0.06,,12.25,0.03,,11.76,0.03,,10.1,0.13,,,,nodet,Y,Y,Y,Y,Y,,full
2MASS J16103956-1916524,,M2,22,M2,10.0,0.02,,,,out,9.88,0.03,,,,out,9.17,0.11,,10.1,0.02,,9.95,0.02,,9.81,0.06,,,,false,,,Y,N,N,,debris/ev trans
2MASS J16104202-2101319,,K5,4,K5,,,out,,,out,,,out,,,out,,,out,8.25,0.02,,8.19,0.02,,8.01,0.03,,7.11,0.11,,,,,N,N,Y,debris/ev trans
2MASS J16104392-1922258,,M3,22,M3,,,out,,,out,,,out,,,out,,,out,9.81,0.03,,9.69,0.02,,9.72,0.05,,,,nodet,,,,N,N,,
2MASS J16104636-1840598,,"M4,M4.5","14,17",M4.5,,,out,,,out,,,out,,,out,,,out,10.74,0.03,,10.26,0.02,,8.63,0.04,,6.66,0.07,,,,,Y,Y,Y,full
2MASS J16104714-2239492,,"M9,M8.5","7,25",M8.5,13.55,0.03,,13.44,0.03,,,,out,,,out,,,out,13.8,0.03,,13.51,0.04,,,,nodet,,,nodet,N,,,N,,,
2MASS J16104996-2212515,,"M5.5,M5.5,M5.5","16,25,2",M5.5,,,out,,,out,,,out,,,out,,,out,11.5,0.02,,11.23,0.02,,11.09,0.16,,,,nodet,,,,N,N,,
2MASS J16105240-1937344,,M3,14,M3,,,out,10.38,0.02,,,,out,10.28,0.03,,8.8,0.07,,10.6,0.03,,10.38,0.02,,10.25,0.07,,,,false,N,N,,N,N,,
2MASS J16105429-2309108,,M5.75,25,M5.75,,,out,,,out,,,out,,,out,,,out,11.88,0.03,,11.68,0.02,,,,false,,,nodet,,,,N,,,
2MASS J16105499-2126139,,M6,17,M6,,,out,,,out,,,out,,,out,,,out,11.56,0.02,,11.29,0.02,,10.74,0.12,,,,nodet,,,,N,N,,
2MASS J16105511-2531214,"HD 145263,HIP 79288","F0V,F2V","1,9",F2V,,,out,,,out,,,out,,,out,3.09,0.04,,7.77,0.03,,7.62,0.02,,5.05,0.02,,3.17,0.02,,,,Y,Y,Y,Y,debris/ev trans
2MASS J16105728-2359540,,"M4,M5","17,25",M4.5,,,out,,,out,,,out,,,out,,,out,11.68,0.03,,11.48,0.03,,11.57,0.24,,,,nodet,,,,N,N,,
2MASS J16105792-2511100,,M3.75,2,M3.75,,,out,,,out,,,out,,,out,,,out,9.75,0.02,,9.62,0.02,,9.53,0.04,,,,nodet,,,,N,N,,
2MASS J16110142-1924489,,"M5,M6","17,13",M5,,,out,,,out,,,out,,,out,,,nodet,12.08,0.02,bl,11.83,0.03,bl,,,false,,,nodet,,,,N,,,
2MASS J16110212-2335504,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.74,0.02,,10.56,0.02,,10.45,0.08,,,,nodet,,,,N,N,,
2MASS J16110360-2426429,,"M9,M8","16,2",M8,,,out,,,out,,,out,,,out,9.5,0.05,,13.09,0.03,,12.44,0.03,,10.74,0.11,,,,nodet,,,Y,Y,Y,,full
2MASS J16110737-2228501,,"M6.25,M5.75","17,25",M6,,,out,,,out,,,out,,,out,,,out,10.97,0.02,,10.39,0.02,,8.54,0.03,,7.01,0.09,,,,,Y,Y,Y,full
2MASS J16110744-2503016,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,,,out,9.5,0.03,,9.35,0.02,,9.22,0.04,,,,nodet,,,,N,N,,
2MASS J16110890-1904468,"Sco PMS 44,HBC 630",K2,12,K2,7.54,0.02,,7.5,0.02,,7.42,0.03,,7.44,0.03,,7.25,0.06,,7.57,0.03,,7.51,0.02,,7.38,0.02,,7.47,0.17,,N,N,N,N,N,N,
2MASS J16111095-1933320,,M5,14,M5,,,out,,,out,,,out,,,out,,,out,10.83,0.02,,10.39,0.02,,9.18,0.04,,8.04,0.22,,,,,Y,Y,Y,evolved
2MASS J16111237-1927374,,"M5,M6","14,13",M5,,,out,,,out,,,out,,,out,,,out,11.25,0.02,,10.69,0.02,,8.74,0.03,,6.95,0.08,,,,,Y,Y,Y,full
2MASS J16111330-2019029,,M3,2,M3,,,out,,,out,,,out,,,out,,,out,8.87,0.02,,8.43,0.02,,7.13,0.02,,4.89,0.04,,,,,Y,Y,Y,full
2MASS J16111534-1757214,,M1,22,M1,,,out,8.3,0.02,,,,out,7.09,0.03,,4.97,0.04,,8.75,0.02,,8.27,0.02,,6.27,0.02,,4.75,0.03,,Y,Y,Y,Y,Y,Y,full
2MASS J16111662-1939103,,M4,22,M4,,,out,,,out,,,out,,,out,,,out,9.43,0.02,,9.26,0.02,,9.13,0.04,,,,nodet,,,,N,N,,
