Name,OtherNames,SpType,r_SpType,Adopt,3.6mag,e_3.6mag,f_3.6mag,4.5mag,e_4.5mag,f_4.5mag,5.8mag,e_5.8mag,f_5.8mag,8.0mag,e_8.0mag,f_8.0mag,24mag,e_24mag,f_24mag,W1mag,e_W1mag,f_W1mag,W2mag,e_W2mag,f_W2mag,W3mag,e_W3mag,f_W3mag,W4mag,e_W4mag,f_W4mag,Exc4.5,Exc8.0,Exc24,ExcW2,ExcW3,ExcW4,DiskType,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,SP_TYPE,SP_QUAL,SP_NATURE,SP_BIBCODE,INPUT
2MASS J16051615-1938310,,"M4,M4.5","22,2",M4.5,11.14,0.02,,11.04,0.02,,11.03,0.03,,10.95,0.03,,11.05,0.19,,11.27,0.03,,11.06,0.02,,11.22,0.17,,,,nodet,N,N,N,N,N,,,2MASS J16051615-1938310,16 05 16.154,-19 38 31.10,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M4,D,,,2MASS J16051615-1938310
2MASS J16051687-1948374,,K7,2,K7,,,sat,,,out,8.98,0.03,,,,out,8.92,0.06,,9.13,0.03,,9.12,0.02,,9.05,0.04,,9.03,0.52,,,,N,N,N,,,2MASS J16051687-1948374,16 05 16.872,-19 48 37.40,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16051687-1948374
2MASS J16051791-2024195,,M3,22,M3,,,out,8.85,0.02,,,,out,8.81,0.03,,8.67,0.05,,8.99,0.02,,8.88,0.02,,8.75,0.03,,,,false,N,N,N,N,N,,,2MASS J16051791-2024195,16 05 17.915,-20 24 19.65,7.0,7.0,16.0,15.0,90.0,B,O,2003yCat.1289....0Z,pMS*,M3,D,,2009A&A...504..981B,2MASS J16051791-2024195
2MASS J16051915-2340088,"HD 144175,HIP 78809",B9V,1,B9V,,,out,7.31,0.02,,,,out,7.39,0.03,,7.3,0.05,,7.29,0.03,,7.31,0.02,,7.29,0.02,,7.4,0.12,,N,N,N,N,N,N,,HD 144175,16 05 19.1469,-23 40 08.835,9.0,9.0,6.769999980926514,4.300000190734863,90.0,A,O,2007A&A...474..653V,Star,B9V,D,,1988MSS...C04....0H,2MASS J16051915-2340088
2MASS J16052192-1936026,,"M1,M2.5","22,2",M2.5,9.95,0.02,,9.9,0.02,,9.9,0.03,,9.86,0.03,,9.54,0.06,,9.97,0.02,,9.9,0.02,,9.76,0.06,,,,nodet,N,N,N,N,N,,,2MASS J16052192-1936026,16 05 21.917,-19 36 02.80,7.0,7.0,37.0,21.0,0.0,B,O,2003yCat.1289....0Z,pMS*,M1,D,,2009A&A...504..981B,2MASS J16052192-1936026
2MASS J16052459-1954419,,M3.5,2,M3.5,,,out,,,out,,,out,,,out,9.44,0.14,,10.33,0.02,,10.19,0.02,,10.02,0.06,,,,nodet,,,Y?,N,N,,debris/ev trans?,2MASS J16052459-1954419,16 05 24.592,-19 54 41.90,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16052459-1954419
2MASS J16052556-2035397,,M5,22,M5,,,out,10.45,0.02,,,,out,10.05,0.03,,7.71,0.04,,10.77,0.02,,10.44,0.02,,9.54,0.05,,8.03,0.21,,N,Y,Y,N,Y,Y,evolved,2MASS J16052556-2035397,16 05 25.564,-20 35 39.71,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16052556-2035397
2MASS J16052624-1948185,"HD 144217,HIP 78820,beta1 Sco",B0.5V,1,B0.5V,,,out,2.89,0.02,,,,out,3.02,0.03,,2.97,0.04,,2.88,0.02,,,,err,2.95,0.02,,2.86,0.02,,N,N,N,,N,N,,* bet01 Sco,16 05 26.2319,-19 48 19.630,9.0,9.0,8.079999923706055,5.619999885559082,90.0,A,O,2007A&A...474..653V,SB*,B1V,C,,1981ApJS...45..437A,2MASS J16052624-1948185
2MASS J16052655-1948066,"HD 144218,HIP 78821,beta2 Sco",B2V,1,B2V,,,sat,4.98,0.02,,4.88,0.03,,5.06,0.03,,4.9,0.16,,,,unres,,,unres,,,unres,,,unres,N,N,N,,,,,* bet02 Sco,16 05 26.5712,-19 48 06.855,9.0,9.0,11.949999809265137,8.520000457763672,90.0,A,O,2007A&A...474..653V,SB*,B2V,C,,1981ApJS...45..437A,2MASS J16052655-1948066
2MASS J16052661-1957050,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,7.23,0.04,,10.37,0.03,,10.01,0.02,,9.17,0.04,,7.04,0.09,,,,Y,Y,Y,Y,evolved,2MASS J16052661-1957050,16 05 26.611,-19 57 05.05,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16052661-1957050
2MASS J16052726-1938466,Sco PMS 28,M1,12,M1,9.43,0.02,,9.34,0.02,,9.37,0.03,,9.29,0.03,,9.22,0.05,,9.5,0.02,,9.44,0.02,,9.22,0.04,,,,false,N,N,N,N,N,,,2MASS J16052726-1938466,16 05 27.266,-19 38 46.60,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,M1,D,,,2MASS J16052726-1938466
2MASS J16052787-2115510,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,11.83,0.03,,11.6,0.03,,11.12,0.14,,,,false,,,,N,N,,,2MASS J16052787-2115510,16 05 27.877,-21 15 51.09,7.0,7.0,60.0,60.0,0.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16052787-2115510
2MASS J16052852-2010376,,M1,22,M1,9.91,0.02,,9.85,0.02,,9.82,0.03,,9.81,0.03,,9.59,0.11,,9.93,0.02,,9.83,0.02,,9.75,0.05,,,,nodet,N,N,N,N,N,,,2MASS J16052852-2010376,16 05 28.529,-20 10 37.62,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M1,D,,,2MASS J16052852-2010376
2MASS J16052877-2230135,,M5,2,M5,,,out,,,out,,,out,,,out,,,out,10.45,0.02,,10.26,0.02,,10.1,0.07,,,,nodet,,,,N,N,,,2MASS J16052877-2230135,16 05 28.774,-22 30 13.58,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16052877-2230135
2MASS J16053077-2246200,,M6,19,M6,12.38,0.02,,12.28,0.02,,12.23,0.03,,12.28,0.04,,,,nodet,12.57,0.03,,12.27,0.03,,11.34,0.2,,,,nodet,N,N,,N,Y?,,evolved?,2MASS J16053077-2246200,16 05 30.779,-22 46 20.01,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M6,D,,2006AJ....131.3016S,2MASS J16053077-2246200
2MASS J16053128-1926240,,M5,22,M5,,,out,11.08,0.02,,,,out,11.02,0.03,,10.72,0.1,,11.32,0.03,,11.07,0.02,,10.71,0.1,,,,nodet,N,N,N,N,N,,,2MASS J16053128-1926240,16 05 31.290,-19 26 24.02,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16053128-1926240
2MASS J16053153-1945435,,M0,2,M0,8.73,0.02,,,,out,8.66,0.03,,,,out,8.46,0.05,,8.83,0.02,,8.78,0.02,,8.66,0.03,,8.03,0.2,,,,N,N,N,N,,2MASS J16053153-1945435,16 05 31.532,-19 45 43.52,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16053153-1945435
2MASS J16053215-1933159,,"M5,M4.75","22,2",M4.75,10.7,0.02,,10.38,0.02,,10.14,0.03,,9.66,0.03,,8.11,0.04,,10.9,0.02,,10.47,0.02,,8.99,0.03,,7.62,0.16,,Y,Y,Y,Y,Y,Y,evolved,2MASS J16053215-1933159,16 05 32.152,-19 33 15.99,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16053215-1933159
2MASS J16053936-2152338,RX J1605.6-2152,"M1,M3.5","3,2",M3.5,,,out,9.35,0.02,,,,out,9.29,0.03,,8.93,0.05,,9.37,0.03,,9.29,0.03,,9.07,0.04,,,,false,N,N,N,N,N,,,2MASS J16053936-2152338,16 05 39.364,-21 52 33.83,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M1,,,2008ApJ...679..762K,2MASS J16053936-2152338
2MASS J16054266-2004150,"RX J1605.7-2004,Sco PMS 29",M2,12,M2,,,sat,8.91,0.02,,8.82,0.03,,8.86,0.03,,8.69,0.06,,9.0,0.02,,8.88,0.02,,8.71,0.03,,,,false,N,N,N,N,N,,,2MASS J16054266-2004150,16 05 42.668,-20 04 15.03,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,M1,D,,2000A&A...356..541K,2MASS J16054266-2004150
2MASS J16054338-2150195,"HD 144254,HIP 78847",A0V,1,A0V,,,out,7.11,0.02,,,,out,7.15,0.03,,7.1,0.04,,7.11,0.04,,7.1,0.02,,7.09,0.02,,7.13,0.09,,N,N,N,N,N,N,,HD 144254,16 05 43.3916,-21 50 19.687,9.0,9.0,8.609999656677246,6.059999942779541,90.0,A,O,2007A&A...474..653V,Star,A0V,C,,1988MSS...C04....0H,2MASS J16054338-2150195
2MASS J16054416-2155054,,"M5,M5.5","17,2",M5.5,,,out,10.49,0.02,,,,out,10.4,0.03,,10.35,0.31,,10.76,0.02,,10.51,0.02,,10.37,0.08,,,,nodet,N,N,,N,N,,,2MASS J16054416-2155054,16 05 44.163,-21 55 05.46,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2008ApJ...688..377S,2MASS J16054416-2155054
2MASS J16054540-2023088,,M2,22,M2,,,out,9.83,0.02,,,,out,8.89,0.03,,6.1,0.04,,10.11,0.03,,9.76,0.02,,8.0,0.02,,6.13,0.05,,Y,Y,Y,Y,Y,Y,full,2MASS J16054540-2023088,16 05 45.403,-20 23 08.82,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M2,D,,,2MASS J16054540-2023088
2MASS J16054565-1948353,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,9.62,0.26,,11.56,0.03,,11.31,0.02,,10.95,0.12,,,,false,,,,N,N,,,2MASS J16054565-1948353,16 05 45.657,-19 48 35.38,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16054565-1948353
2MASS J16054778-1945263,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,11.07,0.02,,10.86,0.02,,10.85,0.13,,,,nodet,,,,N,N,,,2MASS J16054778-1945263,16 05 47.786,-19 45 26.34,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16054778-1945263
2MASS J16055065-2533136,,"G7,K1Ve","4,5",G9,8.41,0.02,,8.42,0.02,,8.54,0.03,,8.36,0.03,,8.13,0.06,,8.4,0.02,,8.42,0.02,,8.35,0.03,,8.02,0.21,,N,N,N,N,N,N,,2MASS J16055065-2533136,16 05 50.643,-25 33 13.60,7.0,7.0,,,0.0,B,O,2000A&A...355L..27H,TTau*,K1V(e),C,,2006A&A...460..695T,2MASS J16055065-2533136
2MASS J16055407-1818443,UScoCTIO 108A,M7,23,M7,,,out,,,out,,,out,,,out,,,out,12.12,0.03,bin,11.67,0.03,bin,9.6,0.05,bin,7.59,0.15,bin,,,,Y,Y,Y,full,NAME UScoCTIO 108A,16 05 54.08,-18 18 44.4,6.0,6.0,70.0,60.0,0.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16055407-1818443
2MASS J16055409-1818488,UScoCTIO 108B,M9.5,23,M9.5,,,out,,,out,,,out,,,out,,,out,,,unres,,,unres,,,unres,,,unres,,,,,,,,2MASS J16055409-1818488,16 05 54.10,-18 18 48.9,6.0,6.0,160.0,150.0,73.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16055409-1818488
2MASS J16055863-1949029,,M4,2,M4,,,out,,,out,,,out,,,out,6.94,0.04,,10.61,0.02,,10.31,0.02,,8.64,0.03,,7.05,0.1,,,,Y,N,Y,Y,evolved,2MASS J16055863-1949029,16 05 58.638,-19 49 02.96,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16055863-1949029
2MASS J16060061-1957114,,"M5,M4","22,2",M4,,,out,9.8,0.02,,,,out,9.4,0.03,,6.82,0.04,,10.11,0.03,,9.81,0.02,,9.04,0.04,,7.0,0.1,,Y,Y,Y,Y,Y,Y,evolved,2MASS J16060061-1957114,16 06 00.616,-19 57 11.46,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,,2MASS J16060061-1957114
2MASS J16060171-2226534,,M0.5,2,M0.5,,,out,,,out,,,out,,,out,,,out,8.3,0.02,,8.21,0.02,,8.1,0.03,,8.29,0.26,,,,,N,N,,,2MASS J16060171-2226534,16 06 01.717,-22 26 53.42,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16060171-2226534
2MASS J16060374-2219298,,"L2,M8.75","7,21",M8.75,13.71,0.03,,13.41,0.03,,,,out,,,out,,,out,13.97,0.04,bl,13.3,0.04,bl,,,false,,,nodet,N,,,N,,,,2MASS J16060374-2219298,16 06 03.75,-22 19 29.9,6.0,6.0,80.0,80.0,90.0,B,I,2003yCat.2246....0C,brownD*,M12.00,D,,2011A&A...527A..24L,2MASS J16060374-2219298
2MASS J16060391-2056443,,"M7.5,M7,M6.5","16,17,2",M6.5,,,out,,,out,,,out,,,out,8.18,0.05,,12.07,0.03,,11.59,0.03,,9.87,0.06,,8.06,0.21,,,,Y,Y,Y,Y,full,2MASS J16060391-2056443,16 06 03.910,-20 56 44.37,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M7,D,,2008ApJ...688..377S,2MASS J16060391-2056443
2MASS J16060629-2335133,,"L0,M8.5","7,2",M8.5,14.32,0.03,,13.99,0.03,,,,out,,,out,,,nodet,14.53,0.04,,13.99,0.05,,,,nodet,,,nodet,Y,,,Y,,,full,2MASS J16060629-2335133,16 06 06.29,-23 35 13.4,6.0,6.0,190.0,160.0,90.0,B,I,2003yCat.2246....0C,brownD*,L0,C,,2013MNRAS.435.2650C,2MASS J16060629-2335133
2MASS J16060637-2336226,"HD 144334,HIP 78877,V929 Sco",B8V,1,B8V,,,out,5.93,0.02,,,,out,6.0,0.03,,5.89,0.04,,5.81,0.06,,,,err,5.94,0.02,,5.67,0.05,,N,N,N,,N,N,,V* V929 Sco,16 06 06.3761,-23 36 22.722,9.0,9.0,7.03000020980835,4.570000171661377,75.0,A,O,2007A&A...474..653V,RotV*,B8V,C,,1988MSS...C04....0H,2MASS J16060637-2336226
2MASS J16061144-1935405,,M5,24,M5,11.28,0.02,,10.82,0.02,,10.61,0.03,,9.94,0.03,,7.62,0.04,,11.51,0.02,bl,11.02,0.02,bl,9.29,0.04,,7.62,0.14,,Y,Y,Y,Y,Y,Y,full,2MASS J16061144-1935405,16 06 11.44,-19 35 40.6,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,*inAssoc,,,,,2MASS J16061144-1935405
2MASS J16061199-1935331,,M5,22,M5,10.66,0.02,,10.56,0.02,,10.49,0.03,,10.48,0.03,,,,out,10.81,0.03,bl,10.55,0.02,bl,,,false,,,nodet,N,N,,N,,,,2MASS J16061199-1935331,16 06 11.995,-19 35 33.14,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,,2MASS J16061199-1935331
2MASS J16061254-2036472,RX J1606.2-2036,K5,3,K5,,,out,8.67,0.02,,,,out,8.6,0.03,,8.56,0.05,,8.68,0.02,,8.66,0.02,,8.55,0.03,,8.21,0.28,,N,N,N,N,N,,,2MASS J16061254-2036472,16 06 12.540,-20 36 47.25,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,RotV*,K5,,,2008ApJ...679..762K,2MASS J16061254-2036472
2MASS J16061330-2212537,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.43,0.03,,9.26,0.02,,9.12,0.04,,8.08,0.21,,,,,N,N,Y?,debris/ev trans?,2MASS J16061330-2212537,16 06 13.309,-22 12 53.77,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16061330-2212537
2MASS J16061935-1923326,,M5,22,M5,,,out,11.03,0.02,,,,out,10.99,0.03,,10.76,0.15,,11.25,0.03,,11.02,0.02,,11.07,0.14,,,,nodet,N,N,N,N,N,,,2MASS J16061935-1923326,16 06 19.359,-19 23 32.67,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16061935-1923326
2MASS J16062196-1928445,"RX J1606.3-1928,Sco PMS 31",M0.5,12,M0.5,,,out,7.82,0.02,,,,out,7.49,0.03,,3.31,0.04,,8.21,0.02,,7.9,0.02,,6.58,0.02,,3.56,0.02,,Y,Y,Y,Y,Y,Y,transitional,2MASS J16062196-1928445,16 06 21.963,-19 28 44.56,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,TTau*,M0,D,,2000A&A...356..541K,2MASS J16062196-1928445
2MASS J16062277-2011243,,M5,22,M5,10.72,0.02,,10.58,0.02,,10.44,0.03,,9.91,0.03,,6.43,0.04,,10.84,0.02,,10.58,0.02,,8.99,0.03,,6.74,0.07,,N,Y,Y,N,Y,Y,transitional,2MASS J16062277-2011243,16 06 22.781,-20 11 24.28,7.0,7.0,65.0,49.0,90.0,B,O,2003yCat.1289....0Z,pMS*,M5,D,,2009A&A...504..981B,2MASS J16062277-2011243
2MASS J16062389-1941165,,M5.25,2,M5.25,,,out,,,out,,,out,,,out,,,out,10.69,0.02,,10.43,0.02,,10.09,0.06,,,,nodet,,,,N,N,,,2MASS J16062389-1941165,16 06 23.900,-19 41 16.55,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16062389-1941165
2MASS J16062637-2306113,UScoCTIO 84,M5.5,25,M5.5,,,out,,,out,,,out,,,out,,,out,12.12,0.02,,11.87,0.03,,,,false,,,nodet,,,,N,,,,2MASS J16062637-2306113,16 06 26.37,-23 06 11.3,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.5,D,,2011A&A...527A..24L,2MASS J16062637-2306113
2MASS J16062860-2043317,,M5.5,2,M5.5,,,out,,,out,,,out,,,out,,,out,10.51,0.02,,10.25,0.02,,10.07,0.06,,,,nodet,,,,N,N,,,2MASS J16062860-2043317,16 06 28.603,-20 43 31.77,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16062860-2043317
2MASS J16062872-2003571,,M5,22,M5,,,out,10.07,0.02,,,,out,10.06,0.03,,9.91,0.09,,10.28,0.02,,10.09,0.02,,9.89,0.06,,,,false,N,N,N,N,N,,,2MASS J16062872-2003571,16 06 28.728,-20 03 57.11,7.0,7.0,36.0,21.0,90.0,B,O,2003yCat.1289....0Z,pMS*,M5,D,,2009A&A...504..981B,2MASS J16062872-2003571
2MASS J16062898-2052167,,"M5,M5.5","22,2",M5.5,,,out,,,out,,,out,,,out,,,out,9.7,0.03,,9.35,0.02,,8.2,0.03,,6.5,0.07,,,,,N,Y,Y,evolved,2MASS J16062898-2052167,16 06 28.985,-20 52 16.76,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16062898-2052167
2MASS J16063169-2036232,,K6,4,K6,,,out,8.51,0.02,,,,out,8.47,0.03,,8.36,0.04,,8.66,0.02,,8.61,0.02,,8.46,0.03,,,,false,N,N,N,N,N,,,GSC 06208-00834,16 06 31.699,-20 36 23.27,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,RotV*,K6,D,,,2MASS J16063169-2036232
2MASS J16063210-2020538,,M5,22,M5,,,out,,,out,,,out,,,out,,,nodet,11.8,0.03,,11.55,0.02,,11.05,0.14,,,,nodet,,,,N,N,,,2MASS J16063210-2020538,16 06 32.106,-20 20 53.90,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M5,D,,2009A&A...504..981B,2MASS J16063210-2020538
2MASS J16063245-2208245,,K7,2,K7,,,out,,,out,,,out,,,out,,,out,8.74,0.03,,8.74,0.02,,8.64,0.03,,8.4,0.28,,,,,N,N,,,2MASS J16063245-2208245,16 06 32.456,-22 08 24.54,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16063245-2208245
2MASS J16063461-2255043,UScoCTIO 17,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.79,0.03,,10.52,0.02,,10.26,0.08,,,,nodet,,,,N,N,,,2MASS J16063461-2255043,16 06 34.62,-22 55 04.4,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16063461-2255043
2MASS J16063539-2516510,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.4,0.03,,11.01,0.02,,9.31,0.04,,8.16,0.22,,,,,Y,Y,Y,evolved,2MASS J16063539-2516510,16 06 35.390,-25 16 51.10,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16063539-2516510
2MASS J16063741-2108404,RX J1606.6-2108,M1,3,M1,,,out,,,out,,,out,,,out,,,out,8.93,0.03,,8.85,0.02,,8.7,0.03,,,,false,,,,N,N,,,2MASS J16063741-2108404,16 06 37.414,-21 08 40.46,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M1,,,2008ApJ...679..762K,2MASS J16063741-2108404
2MASS J16063922-2248340,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,11.23,0.02,bl,11.01,0.02,bl,,,false,,,false,,,,N,,,,2MASS J16063922-2248340,16 06 39.23,-22 48 34.1,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16063922-2248340
2MASS J16063990-2001281,Sco PMS 32,M3,12,M3,,,out,9.8,0.02,,,,out,9.79,0.03,,9.67,0.07,,9.94,0.02,,9.81,0.02,,9.71,0.05,,,,false,N,N,N,N,N,,,2MASS J16063990-2001281,16 06 39.901,-20 01 28.16,7.0,7.0,16.0,16.0,90.0,B,,2003yCat.1289....0Z,TTau*,M3,D,,,2MASS J16063990-2001281
2MASS J16064102-2455489,,M4.5,2,M4.5,,,out,,,out,,,out,,,out,,,out,11.62,0.02,,11.14,0.02,,9.75,0.06,,8.19,0.25,,,,,Y,Y,Y,evolved,2MASS J16064102-2455489,16 06 41.021,-24 55 48.96,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16064102-2455489
2MASS J16064115-2517044,,M3.25,2,M3.25,,,out,,,out,,,out,,,out,,,out,10.49,0.03,,10.11,0.02,,8.86,0.03,,7.38,0.16,,,,,Y,Y,Y,evolved,2MASS J16064115-2517044,16 06 41.159,-25 17 04.44,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16064115-2517044
2MASS J16064266-1851140,,M8,2,M8,,,out,,,out,,,out,,,out,,,out,12.64,0.03,,12.05,0.03,,10.52,0.09,,,,false,,,,Y,Y,,full,2MASS J16064266-1851140,16 06 42.664,-18 51 14.01,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16064266-1851140
2MASS J16064385-1908056,,K6,22,K6,,,out,8.85,0.02,,,,out,8.52,0.03,,6.87,0.04,,9.01,0.02,,8.87,0.02,,8.1,0.03,,6.83,0.08,,N,Y,Y,N,Y,Y,evolved,2MASS J16064385-1908056,16 06 43.860,-19 08 05.56,7.0,7.0,15.0,15.0,90.0,B,O,2003yCat.1289....0Z,pMS*,K6,D,,2009A&A...504..981B,2MASS J16064385-1908056
2MASS J16064751-2022322,,M2,22,M2,,,out,9.65,0.02,,,,out,9.63,0.03,,9.23,0.04,,9.77,0.03,,9.67,0.02,,9.62,0.05,,,,nodet,N,N,N,N,N,,,2MASS J16064751-2022322,16 06 47.514,-20 22 32.24,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,pMS*,M2,D,,,2MASS J16064751-2022322
2MASS J16064818-2230400,,"M8,M8.5","7,25",M8.5,13.43,0.03,,13.29,0.03,,,,out,,,out,,,out,13.63,0.03,,13.37,0.04,,,,false,,,nodet,N,,,N,,,,2MASS J16064818-2230400,16 06 48.19,-22 30 40.0,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M8.00,D,,2011A&A...527A..24L,2MASS J16064818-2230400
2MASS J16064842-2040088,"HD 144470,HIP 78933,omega Sco",B1V,1,B1V,,,out,4.12,0.02,,,,out,4.24,0.03,,4.25,0.04,,4.06,0.1,,,,err,4.23,0.02,,4.31,0.09,,N,N,N,,N,N,,* ome Sco,16 06 48.4269,-20 40 09.090,9.0,9.0,2.0199999809265137,1.409999966621399,90.0,A,O,2007A&A...474..653V,PulsV*bCep,B1V,D,,2012AJ....144..130B,2MASS J16064842-2040088
2MASS J16065018-2309539,,M5,25,M5,,,out,,,out,,,out,,,out,,,out,10.73,0.03,,10.53,0.02,,10.42,0.08,,,,false,,,,N,N,,,2MASS J16065018-2309539,16 06 50.19,-23 09 53.9,6.0,6.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,brownD*,M5.0,D,,2011A&A...527A..24L,2MASS J16065018-2309539
2MASS J16065436-2416107,,M3,4,M3,,,out,8.69,0.02,,,,out,8.61,0.03,,8.49,0.05,,8.69,0.02,,8.65,0.02,,8.54,0.03,,,,false,N,N,N,N,N,,,2MASS J16065436-2416107,16 06 54.362,-24 16 10.79,7.0,7.0,,,0.0,B,I,2003yCat.2246....0C,TTau*,M3,D,,,2MASS J16065436-2416107
2MASS J16065502-2200161,,M4,2,M4,,,out,,,out,,,out,,,out,,,out,9.97,0.03,,9.83,0.02,,9.62,0.05,,,,nodet,,,,N,N,,,2MASS J16065502-2200161,16 06 55.026,-22 00 16.10,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16065502-2200161
2MASS J16065937-2033047,,M2.5,15,M2.5,,,out,,,out,,,out,,,out,,,out,9.42,0.02,bl,9.26,0.02,bl,,,false,,,nodet,,,,N,,,,2MASS J16065937-2033047,16 06 59.380,-20 33 04.70,7.0,7.0,60.0,60.0,90.0,B,I,2003yCat.2246....0C,Star,,,,,2MASS J16065937-2033047
2MASS J16070009-2043102,,M4.25,2,M4.25,,,out,,,out,,,out,,,out,,,nodet,10.62,0.02,,10.45,0.02,,10.24,0.08,,,,nodet,,,,N,N,,,2MASS J16070009-2043102,16 07 00.092,-20 43 10.27,7.0,7.0,60.0,60.0,90.0,B,N,2003yCat.2246....0C,Star,,,,,2MASS J16070009-2043102
2MASS J16070014-2033092,,"M2,M2.75","22,2",M2.75,,,out,,,out,,,out,,,out,4.75,0.04,,9.71,0.02,bl,9.32,0.02,bl,7.38,0.02,,4.94,0.03,,,,Y,Y,Y,Y,full,2MASS J16070014-2033092,16 07 00.145,-20 33 09.29,7.0,7.0,42.0,40.0,90.0,B,O,2003yCat.1289....0Z,pMS*,M2,D,,2009A&A...504..981B,2MASS J16070014-2033092
